year,ava_id,month,eto_in,precip_in,ava_name
2014,cosumnes_river,11,0.5717550809949035,0.0,Cosumnes River
2014,cosumnes_river,12,0.4039946081281353,0.0,Cosumnes River
2016,cosumnes_river,1,0.4430764007453552,0.0,Cosumnes River
2016,cosumnes_river,2,0.8163769903497096,0.0,Cosumnes River
2016,cosumnes_river,3,1.1408345121553634,0.0,Cosumnes River
2016,cosumnes_river,4,1.8002159274378213,0.0,Cosumnes River
2016,cosumnes_river,5,2.2851578148677767,0.0,Cosumnes River
2016,cosumnes_river,6,2.9410504395931847,0.0,Cosumnes River
2016,cosumnes_river,7,3.1503778730161867,0.0,Cosumnes River
2016,cosumnes_river,8,2.8328979323246335,0.0,Cosumnes River
2016,cosumnes_river,9,2.0688528003306743,0.0,Cosumnes River
2016,cosumnes_river,10,1.1443233027124133,0.0,Cosumnes River
2016,cosumnes_river,11,0.5721616513562067,0.0,Cosumnes River
2016,cosumnes_river,12,0.3628342179332043,0.0,Cosumnes River
2019,cosumnes_river,1,0.4757845173240672,0.0,Cosumnes River
2019,cosumnes_river,2,0.6174302896571864,0.0,Cosumnes River
2019,cosumnes_river,3,1.1259022929042812,0.0,Cosumnes River
2019,cosumnes_river,4,1.7070131537581037,0.0,Cosumnes River
2019,cosumnes_river,5,1.9939366413046786,0.0,Cosumnes River
2019,cosumnes_river,6,2.9418737330724762,0.0,Cosumnes River
2019,cosumnes_river,7,3.127102819969632,0.0,Cosumnes River
2019,cosumnes_river,8,2.901922361388776,0.0,Cosumnes River
2019,cosumnes_river,9,2.0375199558687154,0.0,Cosumnes River
2019,cosumnes_river,10,1.5653673814249842,0.0,Cosumnes River
2019,cosumnes_river,11,0.7409163475886237,0.0,Cosumnes River
2019,cosumnes_river,12,0.34866651651229347,0.0,Cosumnes River
2021,cosumnes_river,1,0.4782783412327674,0.0,Cosumnes River
2021,cosumnes_river,2,0.7692588705142415,0.0,Cosumnes River
2021,cosumnes_river,3,1.2609156268863868,0.0,Cosumnes River
2021,cosumnes_river,5,2.6790276316604666,0.0,Cosumnes River
2021,cosumnes_river,6,2.9098052928147387,0.0,Cosumnes River
2021,cosumnes_river,7,3.053623255563054,0.0,Cosumnes River
2021,cosumnes_river,8,2.6455815938120213,0.0,Cosumnes River
2021,cosumnes_river,9,2.05358672389454,0.0,Cosumnes River
2021,cosumnes_river,10,1.1371652868471394,0.0,Cosumnes River
2021,cosumnes_river,11,0.4548661147388558,0.0,Cosumnes River
2021,cosumnes_river,12,0.28429132171178484,0.0,Cosumnes River
2018,covelo,1,0.88,0.0,Covelo
2018,covelo,2,2.3,0.0,Covelo
2018,covelo,3,2.74,0.0,Covelo
2018,covelo,4,3.82,0.0,Covelo
2018,covelo,5,6.0200000000000005,0.0,Covelo
2018,covelo,6,7.45,0.0,Covelo
2018,covelo,7,7.14,0.0,Covelo
2018,covelo,8,5.62,0.0,Covelo
2018,covelo,9,4.74,0.0,Covelo
2018,covelo,10,3.77,0.0,Covelo
2018,covelo,11,2.32,0.0,Covelo
2018,covelo,12,1.38,0.0,Covelo
2019,covelo,1,1.29,0.0,Covelo
2019,covelo,2,1.39,0.0,Covelo
2019,covelo,3,2.63,0.0,Covelo
2019,covelo,4,4.37,0.0,Covelo
2019,covelo,5,5.34,0.0,Covelo
2019,covelo,6,7.71,0.0,Covelo
2019,covelo,7,7.6,0.0,Covelo
2019,covelo,8,6.57,0.0,Covelo
2019,covelo,9,4.6,0.0,Covelo
2019,covelo,10,3.99,0.0,Covelo
2019,covelo,11,2.06,0.0,Covelo
2019,covelo,12,1.15,0.0,Covelo
2020,covelo,1,1.14,0.0,Covelo
2020,covelo,2,2.49,0.0,Covelo
2020,covelo,3,2.94,0.0,Covelo
2020,covelo,4,4.21,0.0,Covelo
2020,covelo,5,5.0600000000000005,0.0,Covelo
2020,covelo,6,6.29,0.0,Covelo
2020,covelo,7,6.85,0.0,Covelo
2020,covelo,8,6.01,0.0,Covelo
2020,covelo,9,4.68,0.0,Covelo
2020,covelo,10,3.85,0.0,Covelo
2020,covelo,11,1.85,0.0,Covelo
2020,covelo,12,1.51,0.0,Covelo
2023,covelo,1,1.06,0.0,Covelo
2023,covelo,2,1.74,0.0,Covelo
2023,covelo,3,2.29,0.0,Covelo
2023,covelo,4,4.33,0.0,Covelo
2023,covelo,5,5.4,0.0,Covelo
2023,covelo,6,6.36,0.0,Covelo
2023,covelo,7,7.16,0.0,Covelo
2023,covelo,8,6.05,0.0,Covelo
2023,covelo,9,4.32,0.0,Covelo
2023,covelo,10,3.34,0.0,Covelo
2023,covelo,11,1.93,0.0,Covelo
2023,covelo,12,1.21,0.0,Covelo
2024,covelo,1,1.2,0.0,Covelo
2024,covelo,2,1.82,0.0,Covelo
2024,covelo,3,2.72,0.0,Covelo
2024,covelo,4,4.03,0.0,Covelo
2024,covelo,5,6.22,0.0,Covelo
2024,covelo,6,6.93,0.0,Covelo
2024,covelo,7,7.39,0.0,Covelo
2024,covelo,8,6.09,0.0,Covelo
2024,covelo,9,5.22,0.0,Covelo
2024,covelo,10,3.42,0.0,Covelo
2024,covelo,11,1.47,0.0,Covelo
2024,covelo,12,0.97,0.0,Covelo
2014,creston_district,1,2.497247111807491,0.0,Creston District
2014,creston_district,2,2.391830594138707,0.0,Creston District
2014,creston_district,3,3.9320236785246268,0.0,Creston District
2014,creston_district,4,4.9468002452417625,0.0,Creston District
2014,creston_district,5,6.71459683558733,0.0,Creston District
2014,creston_district,6,6.954765640855695,0.0,Creston District
2014,creston_district,7,7.15901700815231,0.0,Creston District
2014,creston_district,8,6.704753501296918,0.0,Creston District
2014,creston_district,9,5.264572556469775,0.0,Creston District
2014,creston_district,10,4.305991489021751,0.0,Creston District
2014,creston_district,11,2.1877844507867894,0.0,Creston District
2014,creston_district,12,1.3938287798484428,0.0,Creston District
2016,creston_district,1,1.449468270066116,0.0,Creston District
2016,creston_district,2,2.8780430124686576,0.0,Creston District
2016,creston_district,3,3.6133335083882487,0.0,Creston District
2016,creston_district,4,4.959036852604064,0.0,Creston District
2016,creston_district,5,5.905864517001842,0.0,Creston District
2016,creston_district,6,7.242972235823306,0.0,Creston District
2016,creston_district,7,7.208563669158393,0.0,Creston District
2016,creston_district,8,6.503875048069794,0.0,Creston District
2016,creston_district,9,5.403303340813526,0.0,Creston District
2016,creston_district,10,3.657319942174024,0.0,Creston District
2016,creston_district,11,2.1500701448971085,0.0,Creston District
2016,creston_district,12,1.4043876836731028,0.0,Creston District
2018,creston_district,1,1.7745003001917456,0.0,Creston District
2018,creston_district,2,2.7581081727017285,0.0,Creston District
2018,creston_district,3,3.026032543249177,0.0,Creston District
2018,creston_district,4,4.953950380876287,0.0,Creston District
2018,creston_district,5,5.844939237538599,0.0,Creston District
2018,creston_district,6,7.0507919886673545,0.0,Creston District
2018,creston_district,7,7.732590653445247,0.0,Creston District
2018,creston_district,8,6.920968514327606,0.0,Creston District
2018,creston_district,9,5.369982924125464,0.0,Creston District
2018,creston_district,10,3.9876481494464797,0.0,Creston District
2018,creston_district,11,2.6266690921646765,0.0,Creston District
2018,creston_district,12,1.5995505196989497,0.0,Creston District
2019,creston_district,1,1.7015358877605458,0.0,Creston District
2019,creston_district,2,1.8436101988359777,0.0,Creston District
2019,creston_district,3,3.3918496928800423,0.0,Creston District
2019,creston_district,4,4.61418826295755,0.0,Creston District
2019,creston_district,5,4.989461576685114,0.0,Creston District
2019,creston_district,6,6.859012340294336,0.0,Creston District
2019,creston_district,7,7.555732354858338,0.0,Creston District
2019,creston_district,8,7.035321158674493,0.0,Creston District
2019,creston_district,9,5.7341535245208615,0.0,Creston District
2019,creston_district,10,4.527937194835055,0.0,Creston District
2019,creston_district,11,2.5265763791524782,0.0,Creston District
2019,creston_district,12,1.271938879804149,0.0,Creston District
2020,creston_district,1,0.7011995164404998,0.0,Creston District
2020,creston_district,2,1.2040484401556453,0.0,Creston District
2020,creston_district,3,1.2868855775990222,0.0,Creston District
2020,creston_district,4,1.8595023525424086,0.0,Creston District
2020,creston_district,5,2.61925221859481,0.0,Creston District
2020,creston_district,6,2.948125517635067,0.0,Creston District
2020,creston_district,7,2.998903598772775,0.0,Creston District
2020,creston_district,8,2.8993755815341364,0.0,Creston District
2020,creston_district,9,2.1969415420277714,0.0,Creston District
2020,creston_district,10,1.710430777231926,0.0,Creston District
2020,creston_district,11,1.0498562075422013,0.0,Creston District
2020,creston_district,12,0.8259843039195073,0.0,Creston District
2021,creston_district,1,1.8602779247185521,0.0,Creston District
2021,creston_district,2,2.674197296848174,0.0,Creston District
2021,creston_district,3,3.6792655175429463,0.0,Creston District
2021,creston_district,5,6.385067755385763,0.0,Creston District
2021,creston_district,6,7.309858051361983,0.0,Creston District
2021,creston_district,7,7.383172732298345,0.0,Creston District
2021,creston_district,8,6.7211112335652,0.0,Creston District
2021,creston_district,9,5.444296588546776,0.0,Creston District
2021,creston_district,10,3.787864201884971,0.0,Creston District
2021,creston_district,11,2.6124625645897375,0.0,Creston District
2021,creston_district,12,1.2389321009424854,0.0,Creston District
2022,creston_district,1,2.027618664740906,0.0,Creston District
2022,creston_district,2,2.9894259421659957,0.0,Creston District
2022,creston_district,3,4.077862628263127,0.0,Creston District
2022,creston_district,4,5.2636145548501805,0.0,Creston District
2022,creston_district,5,6.715875438499956,0.0,Creston District
2022,creston_district,6,7.6772588400647415,0.0,Creston District
2022,creston_district,7,7.4105489179249995,0.0,Creston District
2022,creston_district,8,7.094190142835976,0.0,Creston District
2022,creston_district,9,5.64560021446156,0.0,Creston District
2022,creston_district,10,3.8813536712004044,0.0,Creston District
2022,creston_district,11,2.293189148838084,0.0,Creston District
2022,creston_district,12,1.2114741228097232,0.0,Creston District
2023,creston_district,1,1.448536209513792,0.0,Creston District
2023,creston_district,2,2.117195685729312,0.0,Creston District
2023,creston_district,3,2.68358371861107,0.0,Creston District
2023,creston_district,4,4.622491172451658,0.0,Creston District
2023,creston_district,5,5.37827089752949,0.0,Creston District
2023,creston_district,6,5.925209938454119,0.0,Creston District
2023,creston_district,7,7.662786979911455,0.0,Creston District
2023,creston_district,8,6.676636010506826,0.0,Creston District
2023,creston_district,9,4.665286016796019,0.0,Creston District
2023,creston_district,10,3.9069013224911275,0.0,Creston District
2023,creston_district,11,2.5047531458590933,0.0,Creston District
2023,creston_district,12,1.5950953389320062,0.0,Creston District
2024,creston_district,1,1.5605812176652962,0.0,Creston District
2024,creston_district,2,1.9289879517727802,0.0,Creston District
2024,creston_district,3,3.1983870139379356,0.0,Creston District
2024,creston_district,4,4.321074997817152,0.0,Creston District
2024,creston_district,5,5.90199801927961,0.0,Creston District
2024,creston_district,6,7.064278071269091,0.0,Creston District
2024,creston_district,7,7.7297627859618325,0.0,Creston District
2024,creston_district,8,7.026128881947969,0.0,Creston District
2024,creston_district,9,5.38980540480357,0.0,Creston District
2024,creston_district,10,4.134903497027445,0.0,Creston District
2024,creston_district,11,2.1344081276242695,0.0,Creston District
2024,creston_district,12,1.6640647345757866,0.0,Creston District
2014,crystal_springs_of_napa_valley,1,0.2151783778430449,0.0,Crystal Springs of Napa Valley 
2014,crystal_springs_of_napa_valley,2,0.2022920962753544,0.0,Crystal Springs of Napa Valley 
2014,crystal_springs_of_napa_valley,3,0.3972495076430417,0.0,Crystal Springs of Napa Valley 
2014,crystal_springs_of_napa_valley,4,0.5541574246062864,0.0,Crystal Springs of Napa Valley 
2014,crystal_springs_of_napa_valley,5,0.787766186902338,0.0,Crystal Springs of Napa Valley 
2014,crystal_springs_of_napa_valley,6,0.8601191486229651,0.0,Crystal Springs of Napa Valley 
2014,crystal_springs_of_napa_valley,7,0.8766615319824285,0.0,Crystal Springs of Napa Valley 
2014,crystal_springs_of_napa_valley,8,0.736281010829233,0.0,Crystal Springs of Napa Valley 
2014,crystal_springs_of_napa_valley,9,0.5866628161254128,0.0,Crystal Springs of Napa Valley 
2014,crystal_springs_of_napa_valley,10,0.4144312163999624,0.0,Crystal Springs of Napa Valley 
2014,crystal_springs_of_napa_valley,11,0.18205614225058256,0.0,Crystal Springs of Napa Valley 
2014,crystal_springs_of_napa_valley,12,0.1256512011402043,0.0,Crystal Springs of Napa Valley 
2016,crystal_springs_of_napa_valley,1,0.8646756349662462,0.0,Crystal Springs of Napa Valley 
2016,crystal_springs_of_napa_valley,2,1.700196335879792,0.0,Crystal Springs of Napa Valley 
2016,crystal_springs_of_napa_valley,3,2.355109398739636,0.0,Crystal Springs of Napa Valley 
2016,crystal_springs_of_napa_valley,4,3.8236701108386737,0.0,Crystal Springs of Napa Valley 
2016,crystal_springs_of_napa_valley,5,4.679408153383114,0.0,Crystal Springs of Napa Valley 
2016,crystal_springs_of_napa_valley,6,5.802856790471768,0.0,Crystal Springs of Napa Valley 
2016,crystal_springs_of_napa_valley,7,6.146684135952719,0.0,Crystal Springs of Napa Valley 
2016,crystal_springs_of_napa_valley,8,5.2423765381716425,0.0,Crystal Springs of Napa Valley 
2016,crystal_springs_of_napa_valley,9,4.292486204164611,0.0,Crystal Springs of Napa Valley 
2016,crystal_springs_of_napa_valley,10,2.235510386111521,0.0,Crystal Springs of Napa Valley 
2016,crystal_springs_of_napa_valley,11,1.0795307457525911,0.0,Crystal Springs of Napa Valley 
2016,crystal_springs_of_napa_valley,12,0.7381565856273719,0.0,Crystal Springs of Napa Valley 
2018,crystal_springs_of_napa_valley,1,0.8294574380438086,0.0,Crystal Springs of Napa Valley 
2018,crystal_springs_of_napa_valley,2,2.226339553459797,0.0,Crystal Springs of Napa Valley 
2018,crystal_springs_of_napa_valley,3,2.6709740083926565,0.0,Crystal Springs of Napa Valley 
2018,crystal_springs_of_napa_valley,4,3.923487609712236,0.0,Crystal Springs of Napa Valley 
2018,crystal_springs_of_napa_valley,5,5.696833587523465,0.0,Crystal Springs of Napa Valley 
2018,crystal_springs_of_napa_valley,6,6.9174378555898715,0.0,Crystal Springs of Napa Valley 
2018,crystal_springs_of_napa_valley,7,6.9601408514065,0.0,Crystal Springs of Napa Valley 
2018,crystal_springs_of_napa_valley,8,5.836719974069338,0.0,Crystal Springs of Napa Valley 
2018,crystal_springs_of_napa_valley,9,4.720416606207278,0.0,Crystal Springs of Napa Valley 
2018,crystal_springs_of_napa_valley,10,3.576468873462073,0.0,Crystal Springs of Napa Valley 
2018,crystal_springs_of_napa_valley,11,1.8498114718219116,0.0,Crystal Springs of Napa Valley 
2018,crystal_springs_of_napa_valley,12,0.958372314131426,0.0,Crystal Springs of Napa Valley 
2019,crystal_springs_of_napa_valley,1,1.0708834020874805,0.0,Crystal Springs of Napa Valley 
2019,crystal_springs_of_napa_valley,2,1.4600412141003618,0.0,Crystal Springs of Napa Valley 
2019,crystal_springs_of_napa_valley,3,2.73853782206569,0.0,Crystal Springs of Napa Valley 
2019,crystal_springs_of_napa_valley,4,4.215655345986874,0.0,Crystal Springs of Napa Valley 
2019,crystal_springs_of_napa_valley,5,4.8584612783465415,0.0,Crystal Springs of Napa Valley 
2019,crystal_springs_of_napa_valley,6,6.941300011664092,0.0,Crystal Springs of Napa Valley 
2019,crystal_springs_of_napa_valley,7,6.923725519803814,0.0,Crystal Springs of Napa Valley 
2019,crystal_springs_of_napa_valley,8,6.485975695569933,0.0,Crystal Springs of Napa Valley 
2019,crystal_springs_of_napa_valley,9,5.037034430031019,0.0,Crystal Springs of Napa Valley 
2019,crystal_springs_of_napa_valley,10,4.094409728815589,0.0,Crystal Springs of Napa Valley 
2019,crystal_springs_of_napa_valley,11,1.8799118916551998,0.0,Crystal Springs of Napa Valley 
2019,crystal_springs_of_napa_valley,12,0.6843578344055717,0.0,Crystal Springs of Napa Valley 
2020,crystal_springs_of_napa_valley,1,0.978433666518832,0.0,Crystal Springs of Napa Valley 
2020,crystal_springs_of_napa_valley,2,2.6229387560987494,0.0,Crystal Springs of Napa Valley 
2020,crystal_springs_of_napa_valley,3,2.9802234582418174,0.0,Crystal Springs of Napa Valley 
2020,crystal_springs_of_napa_valley,4,4.481642243146292,0.0,Crystal Springs of Napa Valley 
2020,crystal_springs_of_napa_valley,5,5.645794727792561,0.0,Crystal Springs of Napa Valley 
2020,crystal_springs_of_napa_valley,6,7.0215294451425425,0.0,Crystal Springs of Napa Valley 
2020,crystal_springs_of_napa_valley,7,6.969105616243252,0.0,Crystal Springs of Napa Valley 
2020,crystal_springs_of_napa_valley,8,6.4392795502230085,0.0,Crystal Springs of Napa Valley 
2020,crystal_springs_of_napa_valley,9,4.987265174724777,0.0,Crystal Springs of Napa Valley 
2020,crystal_springs_of_napa_valley,10,3.9358516895611504,0.0,Crystal Springs of Napa Valley 
2020,crystal_springs_of_napa_valley,11,1.7671482025136078,0.0,Crystal Springs of Napa Valley 
2020,crystal_springs_of_napa_valley,12,1.229499846489658,0.0,Crystal Springs of Napa Valley 
2021,crystal_springs_of_napa_valley,1,1.2582096960420524,0.0,Crystal Springs of Napa Valley 
2021,crystal_springs_of_napa_valley,2,2.2390461473360173,0.0,Crystal Springs of Napa Valley 
2021,crystal_springs_of_napa_valley,3,3.5117963147744784,0.0,Crystal Springs of Napa Valley 
2021,crystal_springs_of_napa_valley,5,6.7861775808109694,0.0,Crystal Springs of Napa Valley 
2021,crystal_springs_of_napa_valley,6,7.045478971138952,0.0,Crystal Springs of Napa Valley 
2021,crystal_springs_of_napa_valley,7,6.897180206707682,0.0,Crystal Springs of Napa Valley 
2021,crystal_springs_of_napa_valley,8,6.240343859721712,0.0,Crystal Springs of Napa Valley 
2021,crystal_springs_of_napa_valley,9,5.144704724796545,0.0,Crystal Springs of Napa Valley 
2021,crystal_springs_of_napa_valley,10,2.972312811574939,0.0,Crystal Springs of Napa Valley 
2021,crystal_springs_of_napa_valley,11,1.3415678959299018,0.0,Crystal Springs of Napa Valley 
2021,crystal_springs_of_napa_valley,12,0.6462462089482578,0.0,Crystal Springs of Napa Valley 
2022,crystal_springs_of_napa_valley,1,1.2657218010461526,0.0,Crystal Springs of Napa Valley 
2022,crystal_springs_of_napa_valley,2,2.3482257038338257,0.0,Crystal Springs of Napa Valley 
2022,crystal_springs_of_napa_valley,3,3.7433367986040196,0.0,Crystal Springs of Napa Valley 
2022,crystal_springs_of_napa_valley,4,4.753960297859511,0.0,Crystal Springs of Napa Valley 
2022,crystal_springs_of_napa_valley,5,6.585703103690083,0.0,Crystal Springs of Napa Valley 
2022,crystal_springs_of_napa_valley,6,7.2201544186680024,0.0,Crystal Springs of Napa Valley 
2022,crystal_springs_of_napa_valley,7,7.1202261909295625,0.0,Crystal Springs of Napa Valley 
2022,crystal_springs_of_napa_valley,8,6.717071694345976,0.0,Crystal Springs of Napa Valley 
2022,crystal_springs_of_napa_valley,9,5.184318507477492,0.0,Crystal Springs of Napa Valley 
2022,crystal_springs_of_napa_valley,10,3.4319602051697777,0.0,Crystal Springs of Napa Valley 
2022,crystal_springs_of_napa_valley,11,1.7176106017626889,0.0,Crystal Springs of Napa Valley 
2022,crystal_springs_of_napa_valley,12,0.6777131021455275,0.0,Crystal Springs of Napa Valley 
2023,crystal_springs_of_napa_valley,1,1.335866880575552,0.0,Crystal Springs of Napa Valley 
2023,crystal_springs_of_napa_valley,2,1.7355899437137103,0.0,Crystal Springs of Napa Valley 
2023,crystal_springs_of_napa_valley,3,2.4776321884793844,0.0,Crystal Springs of Napa Valley 
2023,crystal_springs_of_napa_valley,4,4.586253753035028,0.0,Crystal Springs of Napa Valley 
2023,crystal_springs_of_napa_valley,5,5.057679662744804,0.0,Crystal Springs of Napa Valley 
2023,crystal_springs_of_napa_valley,6,6.051279620922779,0.0,Crystal Springs of Napa Valley 
2023,crystal_springs_of_napa_valley,7,7.114061789699368,0.0,Crystal Springs of Napa Valley 
2023,crystal_springs_of_napa_valley,8,6.3016315168465376,0.0,Crystal Springs of Napa Valley 
2023,crystal_springs_of_napa_valley,9,4.476035324267976,0.0,Crystal Springs of Napa Valley 
2023,crystal_springs_of_napa_valley,10,3.29653068989687,0.0,Crystal Springs of Napa Valley 
2023,crystal_springs_of_napa_valley,11,1.7470899807583127,0.0,Crystal Springs of Napa Valley 
2023,crystal_springs_of_napa_valley,12,0.8539572712394928,0.0,Crystal Springs of Napa Valley 
2024,crystal_springs_of_napa_valley,1,0.9826517094512056,0.0,Crystal Springs of Napa Valley 
2024,crystal_springs_of_napa_valley,2,1.5924551163134308,0.0,Crystal Springs of Napa Valley 
2024,crystal_springs_of_napa_valley,3,2.9514962259185786,0.0,Crystal Springs of Napa Valley 
2024,crystal_springs_of_napa_valley,4,4.347689109404221,0.0,Crystal Springs of Napa Valley 
2024,crystal_springs_of_napa_valley,5,6.313396629074418,0.0,Crystal Springs of Napa Valley 
2024,crystal_springs_of_napa_valley,6,7.096967328966761,0.0,Crystal Springs of Napa Valley 
2024,crystal_springs_of_napa_valley,7,7.491617429709743,0.0,Crystal Springs of Napa Valley 
2024,crystal_springs_of_napa_valley,8,6.364633492913969,0.0,Crystal Springs of Napa Valley 
2024,crystal_springs_of_napa_valley,9,5.026077594185316,0.0,Crystal Springs of Napa Valley 
2024,crystal_springs_of_napa_valley,10,3.7045524592747334,0.0,Crystal Springs of Napa Valley 
2024,crystal_springs_of_napa_valley,11,1.608330396598874,0.0,Crystal Springs of Napa Valley 
2024,crystal_springs_of_napa_valley,12,0.8490411860746224,0.0,Crystal Springs of Napa Valley 
2014,cucamonga_valley,1,3.000591894160188,0.0,Cucamonga Valley
2014,cucamonga_valley,2,2.9993245887075037,0.0,Cucamonga Valley
2014,cucamonga_valley,3,4.372293589249534,0.0,Cucamonga Valley
2014,cucamonga_valley,4,5.621859199612873,0.0,Cucamonga Valley
2014,cucamonga_valley,5,6.98715991191848,0.0,Cucamonga Valley
2014,cucamonga_valley,6,7.602350773375571,0.0,Cucamonga Valley
2014,cucamonga_valley,7,8.103830508421073,0.0,Cucamonga Valley
2014,cucamonga_valley,8,7.289417637000778,0.0,Cucamonga Valley
2014,cucamonga_valley,9,6.035938001084058,0.0,Cucamonga Valley
2014,cucamonga_valley,10,4.4337828547460605,0.0,Cucamonga Valley
2014,cucamonga_valley,11,3.122653992204912,0.0,Cucamonga Valley
2014,cucamonga_valley,12,1.8762530094211747,0.0,Cucamonga Valley
2016,cucamonga_valley,1,0.5408883238176819,0.0,Cucamonga Valley
2016,cucamonga_valley,2,0.989227980661034,0.0,Cucamonga Valley
2016,cucamonga_valley,3,1.1370702967842568,0.0,Cucamonga Valley
2016,cucamonga_valley,4,1.3716775005861332,0.0,Cucamonga Valley
2016,cucamonga_valley,5,1.530657610100604,0.0,Cucamonga Valley
2016,cucamonga_valley,6,2.040186235810309,0.0,Cucamonga Valley
2016,cucamonga_valley,7,2.224424039358762,0.0,Cucamonga Valley
2016,cucamonga_valley,8,1.9948444266306213,0.0,Cucamonga Valley
2016,cucamonga_valley,9,1.5175087802798615,0.0,Cucamonga Valley
2016,cucamonga_valley,10,1.0845094248940423,0.0,Cucamonga Valley
2016,cucamonga_valley,11,0.7816746247225821,0.0,Cucamonga Valley
2016,cucamonga_valley,12,0.5800854832871021,0.0,Cucamonga Valley
2018,cucamonga_valley,1,2.8419807566000213,0.0,Cucamonga Valley
2018,cucamonga_valley,2,3.1827693554105694,0.0,Cucamonga Valley
2018,cucamonga_valley,3,3.7323097949776014,0.0,Cucamonga Valley
2018,cucamonga_valley,4,5.855024822316917,0.0,Cucamonga Valley
2018,cucamonga_valley,5,6.013779396312511,0.0,Cucamonga Valley
2018,cucamonga_valley,6,8.00227839267555,0.0,Cucamonga Valley
2018,cucamonga_valley,7,8.752463242802191,0.0,Cucamonga Valley
2018,cucamonga_valley,8,8.063387830146347,0.0,Cucamonga Valley
2018,cucamonga_valley,9,6.3824687092804115,0.0,Cucamonga Valley
2018,cucamonga_valley,10,4.210670069567922,0.0,Cucamonga Valley
2018,cucamonga_valley,11,2.9155267180083775,0.0,Cucamonga Valley
2018,cucamonga_valley,12,1.9473676929793595,0.0,Cucamonga Valley
2019,cucamonga_valley,1,2.230398665795742,0.0,Cucamonga Valley
2019,cucamonga_valley,2,2.0292331718293637,0.0,Cucamonga Valley
2019,cucamonga_valley,3,3.727221607245844,0.0,Cucamonga Valley
2019,cucamonga_valley,4,5.113373475374304,0.0,Cucamonga Valley
2019,cucamonga_valley,5,5.072261627559999,0.0,Cucamonga Valley
2019,cucamonga_valley,6,7.132022244839076,0.0,Cucamonga Valley
2019,cucamonga_valley,7,8.319437017164311,0.0,Cucamonga Valley
2019,cucamonga_valley,8,8.019728390655906,0.0,Cucamonga Valley
2019,cucamonga_valley,9,5.905404005923519,0.0,Cucamonga Valley
2019,cucamonga_valley,10,4.883224074373236,0.0,Cucamonga Valley
2019,cucamonga_valley,11,2.9646528919735666,0.0,Cucamonga Valley
2019,cucamonga_valley,12,1.6033635933005534,0.0,Cucamonga Valley
2020,cucamonga_valley,1,2.3906733097919277,0.0,Cucamonga Valley
2020,cucamonga_valley,2,3.3154735666202835,0.0,Cucamonga Valley
2020,cucamonga_valley,3,3.3071229619046365,0.0,Cucamonga Valley
2020,cucamonga_valley,4,4.577750779435684,0.0,Cucamonga Valley
2020,cucamonga_valley,5,6.747829990068678,0.0,Cucamonga Valley
2020,cucamonga_valley,6,7.31508099792809,0.0,Cucamonga Valley
2020,cucamonga_valley,7,8.494208540729549,0.0,Cucamonga Valley
2020,cucamonga_valley,8,8.086853904576254,0.0,Cucamonga Valley
2020,cucamonga_valley,9,6.34922663650438,0.0,Cucamonga Valley
2020,cucamonga_valley,10,4.727926700711469,0.0,Cucamonga Valley
2020,cucamonga_valley,11,2.925848635302681,0.0,Cucamonga Valley
2020,cucamonga_valley,12,2.472122366139604,0.0,Cucamonga Valley
2022,cucamonga_valley,1,2.535288530226452,0.0,Cucamonga Valley
2022,cucamonga_valley,2,3.2804616483623232,0.0,Cucamonga Valley
2022,cucamonga_valley,3,4.641524103715129,0.0,Cucamonga Valley
2022,cucamonga_valley,4,5.423879838601903,0.0,Cucamonga Valley
2022,cucamonga_valley,5,6.366235573488677,0.0,Cucamonga Valley
2022,cucamonga_valley,6,7.857528853022645,0.0,Cucamonga Valley
2022,cucamonga_valley,7,8.163764426511321,0.0,Cucamonga Valley
2022,cucamonga_valley,8,7.7654039423170325,0.0,Cucamonga Valley
2022,cucamonga_valley,9,5.764341486964227,0.0,Cucamonga Valley
2022,cucamonga_valley,10,3.981524103715129,0.0,Cucamonga Valley
2022,cucamonga_valley,11,2.6390529567377747,0.0,Cucamonga Valley
2022,cucamonga_valley,12,1.678937544647194,0.0,Cucamonga Valley
2024,cucamonga_valley,1,2.1421891166582805,0.0,Cucamonga Valley
2024,cucamonga_valley,2,2.278069718052339,0.0,Cucamonga Valley
2024,cucamonga_valley,3,3.4430068923680137,0.0,Cucamonga Valley
2024,cucamonga_valley,4,4.73538888074367,0.0,Cucamonga Valley
2024,cucamonga_valley,5,5.784132209328947,0.0,Cucamonga Valley
2024,cucamonga_valley,6,7.30894736055071,0.0,Cucamonga Valley
2024,cucamonga_valley,7,8.391647291839957,0.0,Cucamonga Valley
2024,cucamonga_valley,8,7.775218250269002,0.0,Cucamonga Valley
2024,cucamonga_valley,9,5.619953451821653,0.0,Cucamonga Valley
2024,cucamonga_valley,10,4.297040058047269,0.0,Cucamonga Valley
2024,cucamonga_valley,11,2.6030416122327265,0.0,Cucamonga Valley
2024,cucamonga_valley,12,2.29641101789289,0.0,Cucamonga Valley
2018,diablo_grande,1,1.11,0.0,Diablo Grande
2018,diablo_grande,2,2.36,0.0,Diablo Grande
2018,diablo_grande,3,2.97,0.0,Diablo Grande
2018,diablo_grande,4,4.54,0.0,Diablo Grande
2018,diablo_grande,5,6.24,0.0,Diablo Grande
2018,diablo_grande,6,7.56,0.0,Diablo Grande
2018,diablo_grande,7,8.48,0.0,Diablo Grande
